Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Germany,DEU,0.00754870718489414,0.00731587442056358,0.00713132755781864,0.00720415621256665,0.00727307772079352,0.00723501763699512,0.00723468726891711,0.007083215050869,0.00731336128205026,0.00711855546626596,0.0075631282050082,0.00743200793961993,0.0106523221478083,..,..,..
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Kenya,KEN,2.95788757463242,2.77944497600631,2.60044345863232,2.43283960474894,2.21745886675819,2.00088770030527,1.80929928766685,1.65887072149755,1.57131905273998,1.49706223835255,1.43086649337299,1.36263594532044,1.31223804178557,..,..,..
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Mexico,MEX,0.147464017530559,0.138527177081453,0.130379694865538,0.127314415290653,0.130427343514169,0.116193166415972,0.106772922923531,0.100991495226933,0.0932143825792001,0.0906085739861323,0.0840834559051601,0.0794249938756111,0.0755779781372267,..,..,..
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Switzerland,CHE,0.00995849934799246,0.0095143140187489,0.00895768044358339,0.00886532456723494,0.00856990079877819,0.00909027339884355,0.00920622707547637,0.00856600706943714,0.00853269828812205,0.00810263988039316,0.00809606333796815,0.00818297104364389,0.00721546439006053,..,..,..
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,United States,USA,0.0264402355219897,0.027052392044394,0.0271870191934373,0.0276597278498364,0.0286108491552721,0.0282222335556632,0.0290083081598091,0.0291022604654148,0.0294522098422075,0.0301588886249902,0.0319954017294704,0.0341953041362802,0.0335572948257602,..,..,..
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,"Venezuela, RB",VEN,0.323661964479801,0.323612783159131,0.318847099201851,0.321415740708663,0.324634539762542,0.314715724762823,0.30673457254103,0.300556718337216,0.291759820346145,0.280314170207199,0.278416882378583,0.29238948162863,0.300787247192794,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Australia,AUS,..,5,..,..,..,..,4,8,9,..,3,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Canada,CAN,8,7,7,9,8,6,4,5,6,5,6,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Chad,TCD,..,..,..,..,..,..,..,..,..,..,1389,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Germany,DEU,4,5,4,5,5,5,5,4,4,4,3,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Kenya,KEN,..,..,..,..,724,..,..,..,..,377,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Mexico,MEX,53,50,47,48,52,43,42,41,37,38,34,36,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Switzerland,CHE,5,8,1,10,4,4,4,7,2,4,7,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,United States,USA,13,13,14,13,14,15,14,..,..,19,18,19,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,"Venezuela, RB",VEN,58,60,56,62,72,68,73,70,70,..,..,..,..,..,..,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Australia,AUS,11.4,10.9,10.6,10.5,10.1,9.9,9.8,9.3,9.3,9.3,9.3,9,8.7,8.7,8.6,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Canada,CAN,12.7,12.3,12.2,11.9,11.5,11.1,10.8,10.7,10.5,10.4,10.3,10.4,10.1,9.8,9.6,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Chad,TCD,24.4,24.3,24.6,24.5,24.6,24.7,24.7,24.6,24.3,24,23.6,23.4,23.4,23.2,22.7,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Germany,DEU,14.1,13.6,13.5,13.3,13.2,13,12.8,12.6,12.8,12.4,12.6,12.4,12.1,12.2,12.1,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Kenya,KEN,22.2,22.3,22.7,22.7,22.4,22.2,22.1,22,21.9,21.5,21.1,20.8,20.8,21,21,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Mexico,MEX,16.7,16.4,16.1,16.4,16.1,15.9,15.4,15.5,15.2,15.6,15.7,16,15.7,15.6,15.6,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,Switzerland,CHE,10.8,10.4,10.4,10.1,9.8,9.7,9.4,9.4,9.1,8.8,8.8,8.5,8.2,8.1,7.9,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,United States,USA,16.1,15.7,15.4,15.2,14.9,14.5,14.3,14.2,14,13.9,13.9,14,13.8,13.6,13.6,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,"Venezuela, RB",VEN,16.5,16.2,16.2,16.3,16.2,16.2,16.6,16.4,16.1,16.5,16.1,16.2,15.9,15.3,14.8,..
Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,Chad,TCD,61,60,60,58,60,60,60,43,50,60,75,75,78,78,78,..
Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,Kenya,KEN,73,74,74,78,78,78,73,73,73,76,80,80,88,88,88,..
Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,Mexico,MEX,86,87,87,87,87,88,88,88,88,88,90,90,96,96,96,..
Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,"Venezuela, RB",VEN,51,49,51,52,50,50,50,50,75,75,75,75,70,70,70,..
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,Australia,AUS,9.7628,..,10.1586,10.2627,10.7496,10.4017,10.8124,10.1433,11.9398,12.1107,12.2016,12.4053,14.5413,12.8134,13.2416,..
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,Canada,CAN,9.9467,10.0236,10.1208,10.289,10.3743,9.3233,9.2368,9.3473,9.4788,9.7475,9.8188,9.9194,9.9491,9.9874,11.812,..
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,Chad,TCD,..,0.1808,..,..,..,..,..,0.2782,0.3383,0.2639,0.2525,0.2133,0.2322,..,0.1377,..
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,Germany,DEU,12.4996,12.6423,12.8448,13.1005,13.4734,13.6093,13.79,13.9183,14.3395,12.7562,12.9115,12.8599,13.1142,13.4858,..,..
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,Kenya,KEN,..,..,..,0.3537,0.3899,0.7061,..,..,0.8851,0.9274,0.865,1.0362,1.0587,1.1656,..,..
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,Mexico,MEX,2.2053,2.2215,2.2832,2.3066,2.3624,2.4118,2.5093,2.5488,2.8044,2.6798,2.4177,2.5103,2.5078,3.149,2.3646,..
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,Switzerland,CHE,13.0032,13.3815,17.1303,17.5731,17.9576,19.204,19.9989,20.6223,21.0636,21.4844,22.1898,17.3278,17.5357,17.8949,..,..
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,United States,USA,9.9177,..,..,..,..,12.5927,..,..,..,..,..,..,14.5812,15.685,..,..
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,2.01,2.0663,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Australia,AUS,2.7794,2.8338,2.9954,3.0056,3.1085,3.3429,3.2878,3.2858,3.353,3.4314,3.4886,3.5672,3.6778,3.7595,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Canada,CAN,..,1.9086,..,1.959,..,2.0384,..,2.3962,2.4509,2.4961,2.5388,2.3105,2.6102,2.4251,2.4425,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Chad,TCD,..,0.0352,..,..,..,..,..,0.0413,0.0433,0.0445,0.0493,0.0371,0.0434,..,0.0542,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Germany,DEU,3.4314,3.4748,3.5287,3.5863,3.6638,3.7567,3.8491,3.9197,4.0087,4.0846,4.1342,4.1944,4.2488,4.2996,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kenya,KEN,..,..,..,0.1664,0.1686,0.1696,0.1748,0.1825,0.1907,0.1959,..,..,..,0.1565,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Mexico,MEX,3.5303,3.762,3.843,3.8988,3.9581,3.9972,4.2008,4.2236,4.311,4.4526,4.6493,4.6488,4.7654,4.8496,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Switzerland,CHE,4.2824,4.326,4.3232,3.8298,3.8476,3.8166,3.8355,3.9102,4.0303,4.1171,4.1898,4.2473,4.2957,4.3328,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,2.6036,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,1.73,..,..,..
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,Australia,AUS,11.6,11.6,11.7,11.6,11.6,11.6,11.6,11.5,11.5,11.6,11.8,12.1,12.4,12.8,13.3,..
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,Canada,CAN,10.3,10.3,10.3,10.3,10.4,10.4,10.5,10.7,10.9,11.2,11.5,11.8,12.2,12.7,13.2,..
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,Chad,TCD,77.3,76.9,76.4,75.9,75.4,74.9,74.4,73.9,73.4,72.7,71.9,70.9,69.5,68,66.3,..
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,Germany,DEU,11.7,11.7,11.7,11.8,11.8,11.9,12,12.1,12.4,12.7,13.1,13.5,14,14.5,15.1,..
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,Kenya,KEN,46.9,45.3,43.7,42,40.7,39.9,39.4,39.3,39.3,39.7,40.1,40.6,41.4,42,42.8,..
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,Mexico,MEX,28,27.5,26.9,26.3,25.7,25.1,24.5,23.9,23.4,22.9,22.5,22.2,21.9,21.7,21.7,..
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,Switzerland,CHE,11,11.1,11.1,11.1,11.2,11.3,11.4,11.6,11.8,12.1,12.4,12.8,13.2,13.6,14,..
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,United States,USA,5.9,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.9,5.9,6,6.1,..
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,"Venezuela, RB",VEN,28.2,27.7,27.1,26.5,26.1,25.8,25.5,25.6,25.8,26.3,26.7,27,27.3,27.7,27.9,..
"Prevalence of overweight, female (% of female adults)",SH.STA.OWAD.FE.ZS,Australia,AUS,52.8,53.4,53.9,54.3,54.8,55.3,55.8,56.2,56.7,57.2,57.6,58.1,..,..,..,..
"Prevalence of overweight, female (% of female adults)",SH.STA.OWAD.FE.ZS,Canada,CAN,52.8,53.4,53.9,54.4,54.9,55.5,56,56.5,57,57.5,58,58.5,..,..,..,..
"Prevalence of overweight, female (% of female adults)",SH.STA.OWAD.FE.ZS,Chad,TCD,23.1,23.7,24.2,24.8,25.4,26,26.6,27.2,27.8,28.5,29.1,29.8,..,..,..,..
"Prevalence of overweight, female (% of female adults)",SH.STA.OWAD.FE.ZS,Germany,DEU,45,45.3,45.6,45.9,46.2,46.6,46.9,47.2,47.5,47.8,48.1,48.5,..,..,..,..
"Prevalence of overweight, female (% of female adults)",SH.STA.OWAD.FE.ZS,Kenya,KEN,26,26.7,27.4,28.2,28.9,29.6,30.4,31.2,31.9,32.7,33.5,34.3,..,..,..,..
"Prevalence of overweight, female (% of female adults)",SH.STA.OWAD.FE.ZS,Mexico,MEX,60.8,61.3,61.8,62.3,62.8,63.3,63.7,64.2,64.6,65.1,65.5,66,..,..,..,..
"Prevalence of overweight, female (% of female adults)",SH.STA.OWAD.FE.ZS,Switzerland,CHE,42.5,42.8,43.1,43.5,43.8,44.1,44.4,44.7,45,45.3,45.6,45.9,..,..,..,..
"Prevalence of overweight, female (% of female adults)",SH.STA.OWAD.FE.ZS,United States,USA,57,57.6,58.2,58.8,59.4,59.9,60.5,61,61.6,62.1,62.6,63.2,..,..,..,..
"Prevalence of overweight, female (% of female adults)",SH.STA.OWAD.FE.ZS,"Venezuela, RB",VEN,60.5,60.8,61.1,61.4,61.7,62,62.3,62.6,62.9,63.2,63.5,63.8,..,..,..,..
"Prevalence of overweight, male (% of male adults)",SH.STA.OWAD.MA.ZS,Australia,AUS,65.6,66.1,66.7,67.2,67.7,68.1,68.6,69.1,69.5,70,70.5,70.9,..,..,..,..
"Prevalence of overweight, male (% of male adults)",SH.STA.OWAD.MA.ZS,Canada,CAN,64.4,65,65.5,66,66.5,67,67.5,67.9,68.4,68.9,69.3,69.8,..,..,..,..
"Prevalence of overweight, male (% of male adults)",SH.STA.OWAD.MA.ZS,Chad,TCD,12.6,12.9,13.2,13.4,13.7,14,14.3,14.6,14.9,15.3,15.6,16,..,..,..,..
"Prevalence of overweight, male (% of male adults)",SH.STA.OWAD.MA.ZS,Germany,DEU,60.4,60.8,61.2,61.6,62.1,62.5,62.9,63.3,63.7,64.1,64.5,64.9,..,..,..,..
"Prevalence of overweight, male (% of male adults)",SH.STA.OWAD.MA.ZS,Kenya,KEN,12.5,12.8,13.1,13.4,13.7,14,14.3,14.7,15,15.4,15.7,16.1,..,..,..,..
"Prevalence of overweight, male (% of male adults)",SH.STA.OWAD.MA.ZS,Mexico,MEX,56.7,57.3,58,58.7,59.3,60,60.6,61.2,61.8,62.4,63,63.6,..,..,..,..
"Prevalence of overweight, male (% of male adults)",SH.STA.OWAD.MA.ZS,Switzerland,CHE,57.8,58.2,58.7,59.1,59.6,60,60.5,60.9,61.3,61.8,62.2,62.6,..,..,..,..
"Prevalence of overweight, male (% of male adults)",SH.STA.OWAD.MA.ZS,United States,USA,67,67.6,68.1,68.7,69.2,69.8,70.3,70.8,71.3,71.8,72.3,72.7,..,..,..,..
"Prevalence of overweight, male (% of male adults)",SH.STA.OWAD.MA.ZS,"Venezuela, RB",VEN,57,57.6,58.2,58.7,59.3,59.8,60.3,60.9,61.4,61.9,62.4,62.9,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Australia,AUS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Canada,CAN,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Chad,TCD,37.8,38.4,39.2,40.1,38.4,36.3,33.6,33.6,31.3,29.9,28,28.5,29.1,30.4,31.7,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Germany,DEU,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Kenya,KEN,28.5,26.1,26.9,26.6,24.1,24.2,23.9,24.9,22.1,20.9,21.5,23.2,24.6,24.4,24.8,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Mexico,MEX,4.4,4.1,4.1,4.5,4.8,5,4.9,4.8,4.3,4.4,5,5.8,6.1,6.2,7.2,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Switzerland,CHE,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,United States,USA,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,"Venezuela, RB",VEN,8.4,7,4.8,2.8,2.5,2.5,2.5,3.2,3.3,5,11.3,16.4,22.2,23.4,27.4,..
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,Australia,AUS,0.7,0.6,0.5,0.7,0.9,0.6,0.7,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.4
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,Canada,CAN,0.7,0.5,0.5,0.5,0.5,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.2,0.3,0.3,0.3
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,Chad,TCD,29.8,56,75.5,79,73.7,73.8,71.2,67.7,64.7,63.1,65,66.1,69.6,72.3,73.2,70.7
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,Germany,DEU,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,Kenya,KEN,60.2,54.6,49.5,47.7,45.3,43.6,42.2,41.1,41.3,39.3,28.8,23.4,22,23.1,21.2,21.1
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,Mexico,MEX,19.8,18,17.4,17.9,18.8,14.8,13.7,15.4,15.1,14.4,14.8,11.4,11.1,10.8,10.1,10.7
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,Switzerland,CHE,3.1,3.5,3.9,3.3,2.7,2.8,2.2,2.3,2.6,2.7,2.4,3.4,2.9,2.6,2.6,2.9
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,United States,USA,0.9,0.9,1,1,0.8,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.6,0.6,0.6,0.6
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,"Venezuela, RB",VEN,22.3,11.3,10.5,13.3,14.8,14.5,12.3,9.4,10.6,10.8,10.1,14,22.5,22.5,25.1,24.4
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Australia,AUS,0.3,0.29,0.25,0.3,0.26,0.25,0.25,0.16,0.22,0.2,0.22,0.21,0.2,0.22,0.22,0.22
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Canada,CAN,0.41,0.39,0.39,0.4,0.25,0.27,0.29,0.27,0.3,0.3,0.34,0.28,0.28,0.27,0.21,0.21
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Chad,TCD,31,32,33,30,27,25,23,23,23,22,23,25,24,23,22,22
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Germany,DEU,0.55,0.53,0.55,0.45,0.43,0.43,0.42,0.44,0.47,0.4,0.39,0.36,0.37,0.37,0.32,0.32
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Kenya,KEN,77,78,81,78,80,79,77,74,70,69,64,60,50,38,37,39
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Mexico,MEX,2.7,2.5,2.2,2.4,2.2,2.3,2.3,2.1,2.1,1.9,1.8,1.8,1.7,1.7,1.7,1.7
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Switzerland,CHE,0.4,0.45,0.38,0.44,0.35,0.35,0.32,0.29,0.25,0.15,0.2,0.3,0.2,0.2,0.2,0.2
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,United States,USA,0.25,0.24,0.21,0.21,0.19,0.2,0.19,0.17,0.19,0.16,0.16,0.17,0.17,0.17,0.17,0.17
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,"Venezuela, RB",VEN,2.6,2.5,2.6,2.4,2.1,2.5,2,2.2,2.3,2.4,2.4,2.4,2.4,2.4,2.4,2.4
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,Australia,AUS,85,85,85,81,80,82,78,82,85,79,73,78,82,79,86,..
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,Canada,CAN,70,60,67,79,77,78,66,79,82,82,84,78,80,78,79,..
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,Chad,TCD,..,54,..,..,72,54,68,69,74,68,77,74,79,78,80,..
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,Germany,DEU,73,44,77,78,76,76,73,74,67,63,65,70,71,71,69,..
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,Kenya,KEN,81,83,83,84,84,86,87,86,86,87,87,81,83,84,86,..
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,Mexico,MEX,74,77,80,81,83,82,82,80,80,80,80,79,77,76,72,..
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,68,78,82,68,..
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,United States,USA,83,84,85,86,62,66,80,84,83,85,83,80,77,79,75,..
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,"Venezuela, RB",VEN,83,82,82,83,84,82,80,82,81,80,83,82,82,84,81,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Australia,AUS,47.595,48.235,48.119,46.643,47.91,45.704,46.069,44.403,44.986,44.801,45.201,44.673,43.338,42.796,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Canada,CAN,57.101,55.857,55.455,55.879,54.772,52.65,52.681,52.471,51.026,51.45,50.806,51.654,50.932,50.202,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Chad,TCD,387.132,384.475,381.818,375.61,369.402,363.194,356.986,350.778,347.697,344.617,341.536,338.456,335.375,335.378,332.698,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Germany,DEU,57.71,56.008,55.294,54.726,54.228,53.275,52.91,51.099,51.743,49.597,50.173,49.545,48.026,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Kenya,KEN,372.515,345.727,318.939,294.401,269.863,245.325,220.788,196.25,191.875,187.5,183.125,178.751,174.376,194.507,191.416,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Mexico,MEX,88.819,88.494,88.169,87.058,85.946,84.834,83.722,82.61,81.654,80.698,79.743,78.787,77.831,95.815,95.357,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Switzerland,CHE,46.004,46.738,45.549,42.969,42.165,42.675,40.045,39.904,38.848,36.652,36.484,35.896,34.265,35.152,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,United States,USA,81.507,80.928,79.447,78.705,79.055,77.159,77.926,77.717,78.093,79.382,80.43,82.117,81.996,80.603,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,"Venezuela, RB",VEN,97.361,96.77,96.18,95.523,94.865,94.207,93.55,92.892,91.928,90.963,89.998,89.034,88.069,94.804,94.598,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Australia,AUS,85.447,82.945,84.729,81.993,81.768,78.634,78.281,75.68,75.444,76.85,78.264,75.835,74.463,73.167,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Canada,CAN,94.329,91.806,91.762,89.926,87.745,85.388,82.896,82.45,81.269,81.528,81.304,82.882,84.184,83.818,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Chad,TCD,421.448,418.27,415.093,410.445,405.797,401.149,396.501,391.853,389.501,387.149,384.798,382.446,380.094,377.607,375.107,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Germany,DEU,111.806,108.484,106.198,104.309,103.586,101.933,98.648,95.548,94.684,91.119,92.451,89.99,86.511,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Kenya,KEN,432.725,402.479,372.234,354.166,336.098,318.03,299.962,281.894,275.96,270.025,264.091,258.157,252.222,264.72,261.663,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Mexico,MEX,158.098,156.622,155.145,153.605,152.064,150.524,148.983,147.443,145.608,143.773,141.938,140.103,138.268,184.379,183.338,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Switzerland,CHE,84.241,79.749,78.545,75.467,75.903,71.146,68.348,66.999,66.885,63.344,62.284,58.204,60.213,57.573,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,United States,USA,141.969,141.119,138.605,136.811,134.966,131.884,132.138,131.355,131.269,131.889,134.324,138.526,139.245,137.542,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Venezuela, RB",VEN,210.357,208.424,206.491,205.065,203.64,202.214,200.788,199.363,197.279,195.194,193.11,191.026,188.942,206.678,206.299,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Australia,AUS,4.8,4.7,4.5,4.4,4.2,4,3.8,3.6,3.5,3.4,3.3,3.2,3.2,3.2,3.2,3.1
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Canada,CAN,5.2,5.2,5.1,5.1,5,5,4.9,4.9,4.8,4.7,4.7,4.6,4.6,4.5,4.4,4.4
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Chad,TCD,92.4,90.8,89.2,87.5,85.8,84.1,82.3,80.6,78.9,77.3,75.7,74.1,72.4,70.7,69,67.4
